EX-SCR-1	B	COUVERTE	`format.test › formatInteger — EX-SCR-1 (U+202F)` ; sonde D6 `Format fr-BE des nombres (EX-SCR-1/3/4/5/6)` ; observé « 2 656 offres »
EX-SCR-2	B	COUVERTE	observé écran D « 14,5 l/100 km », G8 « -79,1 % » ; `R-D7-04` (virgule décimale) corrigée
EX-SCR-26	B	COUVERTE	sondes D6 `ET-VIDE-FILTRES (EX-SCR-26)`, `topRestrictiveFilters (leave-one-out)`
EX-SCR-27	B	COUVERTE	sonde D6 `ET-VIDE-SANS-FILTRE (EX-SCR-27)`
EX-SCR-27bis	B	COUVERTE	sonde D6 `SANS-FILTRE (EX-SCR-27bis/125/126)` ; `state.test` ; `cy` injecté n'entre pas dans l'état (journal P1-1 : « 3 filtres actifs » avec `cy=B` dans l'URL)
EX-SCR-28	B	COUVERTE	sonde D6 `ET-ERREUR-PROVIDER (EX-SCR-28)` ; bandeau dégradé daté + `Réessayer` + code d'erreur (`app.tsx::AppHeader`, `R-D8-07` corrigée)
EX-SCR-29	B	COUVERTE	sonde D8 `R-D8-07 — EX-NFR-22 / EX-SCR-29` (corrigée) ; `Exporter` désactivé en `partialCache`
EX-SCR-30	B	COUVERTE	`coverage.test`, C3 = `sampleCoverage` seule ; bandeau observé (100 % sans filtre, « non applicable sous filtre » avec filtres)
EX-SCR-31	B	PARTIELLE	`coverage.test › buildC3Banner — EX-SCR-31` vert ; C3 observé sur A ; **absent de l'écran B** (journal P2-1 : seul bandeau = source synthétique) ; lien « Pourquoi ? » non retrouvé	C3 non rendu sur B, panneau « Pourquoi ? » absent	écart non consigné (FV-07)
EX-SCR-32	B	COUVERTE	sonde D6 `seuil-60-marques › texte littéral` ; observé « 294 marques correspondent — affinez pour comparer » + bouton `Afficher les 294 marques`
EX-SCR-33	B	COUVERTE	`thresholds.test › effectifTier — paliers 0, 1, 3, 5, 9, 11, 12, 29, 30` ; G8 absent sous 30 (message exact observé), M2 démarre à 30 (sondes D4)
EX-SCR-34	B	COUVERTE	`—` avec `aria-label` sur valeur absente : sonde D7 `EX-DATA-120 : sentinelle décodée en —` ; observé colonnes de l'écran D
EX-SCR-35	B	PARTIELLE	blocs sans champ absents du DOM (G16/G16b/`Vue le` jamais rendus) ; la liste des blocs supprimés n'est pas dans le panneau Diagnostic (8 lignes d'orchestration seulement)	panneau Diagnostic incomplet	écart non consigné (FV-21)
EX-SCR-36	B	COUVERTE	sondes D4/D2/D3 sur `PRICE_SENTINEL_ABSOLUTE` (compte, exclu de `V_price`), `ON_REQUEST` (« Prix sur demande » : `format`), seuil unique 250 € (`R-D2-08`)
EX-SCR-37	B	NON COUVERTE	`grep -rn "onLine\|Hors ligne\|offline" src` = 0 : aucun état hors ligne, aucune désactivation des filtres T	état absent	écart non consigné (FV-19)
EX-SCR-38	B	PARTIELLE	ordre partiel respecté (dégradé > message) ; aucun plafond à deux ni jeton `+k avertissements` (`grep avertissements src` = 0) ; C3 rendu deux fois sur A (journal P1b-1 : deux nœuds portant le même texte)	empilement non gouverné, doublon C3	écart non consigné (FV-07)
EX-SCR-38bis	B	NON COUVERTE	journal P3-D1 : URL `fuel=Z,B&pricefrom=abc&kmfrom=100000&kmto=1000&foo=1&priceto=99999999` chargée → filtres corrigés mais **aucun bandeau ET-URL-CORRIGEE** et URL non réécrite ; `app.tsx` ignore `loadQuery().corrections`	corrections silencieuses dans la coquille	écart non consigné (FV-03)
EX-SCR-39	B	PARTIELLE	mentions présentes : synthétique, C3, échantillonnage (D7), sentinelles ; mais notes d'exclusion des graphes absentes (EX-SCR-178) et corrections d'URL muettes (EX-SCR-38bis)	critère « cinq mentions » non atteint	écart non consigné (FV-03, FV-11)
EX-SCR-40	B	COUVERTE	écrans A et B obligatoires livrés ; C, D, E, F, G présents et retirables (routes indépendantes)
EX-SCR-41	B	COUVERTE	aucun écran de détail : `resolveView` (7 vues) ; deeplink `window.open(https://www.autoscout24.be/…, '_blank', 'noopener')` observé (journal P4-A)
EX-SCR-42	B	PARTIELLE	quatre onglets observés « Marché Comparer (0) Recherches Suivis (0) » + jeton de snapshot ; la marque `KYCAR` renvoie vers `/marche` **sans** les filtres actifs (`href="/marche"`)	filtres perdus par le lien de marque	écart non consigné (FV-17)
EX-SCR-43	B	PARTIELLE	jeton observé « Snapshot be-synthetic-100000-4b594341 du 1/09/26 (7 j) », classes d'âge 7/30 j (`app.tsx`) ; format normatif `Snapshot <JJ/MM>` + infobulle (effectifs, pays) non respecté ; action `Rafraîchir` absente	format et infobulle non conformes	écart non consigné (FV-17, FV-21)
EX-SCR-44	B	PARTIELLE	`aria-disabled` sous 2 modèles (sonde D8 `R-D8-22 — EX-SCR-44`, corrigée) ; compteur « (0) » affiché alors qu'il doit être absent à 0 (journal P3-C1)	compteur à 0 visible	écart non consigné (FV-17)
EX-SCR-45	B	COUVERTE	fil d'Ariane observé « Marché › Volkswagen Golf » et « Marché › Opel Corsa › Annonces » ; retour par `Marché` conserve les filtres (journal P1b-4)
EX-SCR-46	B	NON COUVERTE	aucun double compteur « <n> offres | <n> ici » à droite du fil d'Ariane (`grep "ici" src/app.tsx` = 0 ; `selectionHashWithoutTaxonomy` jamais consommé)	compteur absent	écart non consigné (FV-23 élargi)
EX-SCR-47	B	COUVERTE	pied observé « Source : AutoScout24 — agrégat non affilié. Données du 1/09/26 … Mentions légales Diagnostic » ; `/mentions` statique observée
EX-SCR-48	B	NON COUVERTE	`grep -n "menu\|drawer\|767" src/app/app.css` = 0 : aucun bouton de menu ni tiroir en régime compact (journal P1b-6 : onglets inchangés à 360 px)	en-tête compact non implémenté	écart non consigné (FV-19)
EX-SCR-49	B	COUVERTE	journal P3-D2 : `/` → `/marche` (replaceState)
EX-SCR-50	B	PARTIELLE	filtres, `g4v`, `g<n>log`, `selx/sely`, `page`, `sel` encodés (sondes D7 `url-etat`, D5 `url-roundtrip`) ; état déplié des cartes (`mk`) et repliement des groupes (`grp`) non encodés (URL inchangée après dépliement, journal P1b-2)	`mk`/`grp` absents de l'URL	écart non consigné (FV-17)
EX-SCR-51	B	PARTIELLE	A → B : requête identique à un préfixe près (journal P1b-3 : `?body=3&kmto=100000&priceto=20000` conservée) ; B → A ajoute `mmmv=74|2084` (couple complet) au lieu du seul segment marque	retour B → A non conforme (voir EX-NAV-16)	écart non consigné (FV-04)
EX-SCR-52	B	COUVERTE	point arbitré une fois par l'annexe C (`EX-NAV-13`, 800 ms) : `interaction.ts` l.51 `groupWindowMs = 800` ; sondes D5 `interaction-history`
EX-SCR-53	B	PARTIELLE	panneau `<details>` Diagnostic observé (8 lignes : statut, source, snapshot, effectif, code d'erreur, requête, régime) ; ni liste des champs attendus, ni blocs supprimés, ni journal des 10 erreurs, ni `duplicateValueConflictCount`	contenu normatif largement absent	écart non consigné (FV-21)
EX-SCR-54	B	COUVERTE	seule modale : écran G (`role=dialog`), fermée par `Échap` (journal P1-3) ; confirmations de suppression inline (`role=alert` « Supprimer ? »)
EX-SCR-55	B	COUVERTE	sondes D5 `keyboard-band` (ordre des 4 zones) ; zone (4) observée dès un filtre posé
EX-SCR-56	B	PARTIELLE	`position: sticky` sur l'en-tête (`app.css` l.48) et la barre de synthèse (`market.css`) ; hauteurs 96/320 px et plafond 40 % du viewport non mesurés	hauteurs non vérifiées	campagne 2.9
EX-SCR-57	B	COUVERTE	sondes D5 `EX-SCR-57 — un filtre de classe D n'est jamais sérialisé`, `url-codec.test`, `labels.test` ; classes R/T/D dans le registre (`EX-SCR-82` sonde)
EX-SCR-58	B	COUVERTE	`filter-registry.test › classe T/R/D — jeton observable (EX-SCR-58)`
EX-SCR-59	B	PARTIELLE	implémentation conforme à D-15 : 8 contrôles + `kwd`, 12 paramètres (`band-model.test`, sonde D5 `EX-SCR-59 amendée`) ; le texte v1.1 dit encore 9 contrôles dont `Pays` (`cy`) sans marque d'amendement	texte v1.1 non amendé pour D-15	écart non consigné (FV-12)
EX-SCR-60	B	COUVERTE	documentaire (critères de choix) ; 8 primaires retenus cohérents avec la table hors `cy` (D-15)
EX-SCR-61	B	COUVERTE	`gear` primaire en classe T (`filter-registry.ts` l.560) ; aucun graphe de boîte (EX-SCR-218)
EX-SCR-62	B	COUVERTE	documentaire ; `eq`, `pe_category`, `offer`, `emclass` en secondaire (registre) ; `zip`/`zipr` exclus (D-14)
EX-SCR-63	B	COUVERTE	contrôle `radio-group` du registre (`custtype`, `desc`) ; sonde D5 `registry-scope`
EX-SCR-64	B	COUVERTE	contrôle `select` avec `Indifférent` (`controls/`) ; `adage` exclu (`filters-scope.json`)
EX-SCR-65	B	PARTIELLE	`CheckboxList` avec en-tête « Au moins une de ces valeurs » observé (journal P2-2) ; effectifs `(412)` jamais affichés : `facetCounts` non alimenté par la coquille (`grep facetCounts src/app.tsx src/components/filters/FilterBand.tsx` = 0)	facettes absentes	écart non consigné (FV-06)
EX-SCR-66	B	COUVERTE	`eq` (136 valeurs) sur panneau à recherche interne (`PanelSearchMulti.tsx`) avec avertissement Z1 (sonde patho `ADV-11 : EQ_AND_PRESUMED affiché`)		dette de virtualisation signalée dans le composant (REMEDIATION §7.1 n° 6)
EX-SCR-67	B	COUVERTE	`RangeControl.tsx` (deux champs + paliers relevés observés « 500 € … 100 000 € », « 2 500 km … 200 000 km ») ; `lsyeinmifrom` à borne unique (registre) ; histogramme miniature non observé (mineur)
EX-SCR-68	B	COUVERTE	`RangeControl.tsx` l.63/69 : « La borne basse dépasse la borne haute », « Ramené à <valeur> » ; permutation réservée à l'URL (EX-NAV-22)
EX-SCR-69	B	COUVERTE	contrôle `boolean-toggle` (registre : `vatded`, `superdeal`, …) ; booléen faux non émis (`url-codec.test`)
EX-SCR-70	B	HORS PÉRIMÈTRE	`zip`/`zipr`/`lat`/`lon` exclus du périmètre (D-14, motif R3) ; `crossborder` seul reste (registre)	sans objet	décision D-14
EX-SCR-71	B	COUVERTE	`kwd` en zone (2) (sonde D5 `R-D5-19 — kwd appartient à la zone (2)`, corrigée) ; `cid` exclu
EX-SCR-72	B	COUVERTE	bouton « Toutes les marques » ouvrant l'écran G (journal P1-3) ; sondes D5 `EX-SCR-72`, `screen-g-model.test › serializeMmmv`
EX-SCR-72bis	B	COUVERTE	`filter-registry.test › bilan EX-SCR-83 (un contrôle par filtre retenu)` ; sonde D5 `registry-scope › id, param et type repris sans dérive`
EX-SCR-73	B	PARTIELLE	dépendances désactivantes : sondes D5 `tr-split › EX-SCR-73`, `R-D5-08/17` corrigées ; notification « 3 filtres de leasing retirés » + `Annuler` absente (`grep retirés FilterBand.tsx` = 0)	notification absente	écart non consigné (FV-19)
EX-SCR-74	B	COUVERTE	3 filtres D (`damaged_listing`, `region`, `dlv_max`) désactivés avec `disabledReason` (sonde D5 `EX-SCR-83 mis à jour — 3 filtres de classe D`)
EX-SCR-75	B	PARTIELLE	sondes D5 `EX-SCR-75 — format des jetons`, patho `ADV-01` ; observé « Prix : ≤ 20 000 € », « Carrosserie : Coupé » ; mais jeton taxonomie « Marque / Modèle / Version : 74|2084 » (code brut, un seul jeton) et année « 2 017 »	jeton `mmmv` non conforme (un jeton par niveau, libellés)	écart non consigné (FV-04, FV-14)
EX-SCR-76	B	COUVERTE	sondes D5 `EX-SCR-76 — retirer un intervalle retire ses DEUX bornes`, `R-D5-22` (corrigée, D-10 : `removesCodes` dans l'infobulle)
EX-SCR-77	B	COUVERTE	sonde D5 `EX-SCR-77 / EX-SRCH-18` ; journal P2c-3 : « Tout effacer » sur B → URL sans paramètre, route conservée
EX-SCR-78	B	PARTIELLE	format implémenté (`R-D5-24`) ; `resultCount`/`resultCountLoading` jamais passés par `app.tsx` → compteur absent à l'exécution	compteur de la zone (4) non alimenté	REMEDIATION §7.1 n° 1 (écart non consigné, FV-23)
EX-SCR-79	B	COUVERTE	`filter-search.test › trois index` ; sonde D5 `R-D5-12` (corrigée)
EX-SCR-80	B	PARTIELLE	dépliage/surbrillance/compteur (`filter-search`) ; suggestions Levenshtein absentes (sonde `R-D5-13` en `it.fails`)	suggestions absentes	dette motivée DR-134 (§6.5)
EX-SCR-81	B	NON COUVERTE	`grep "key === '/'" src/components/filters` = 0	raccourci `/` absent	écart non consigné (FV-19)
EX-SCR-82	B	PARTIELLE	sonde D5 `EX-SCR-82 — la classe T/R/D correspond à la table` (avec exceptions D-12 `page`/`size`) ; texte v1.1 : `cy` PRIMAIRE, `zip`/`lat`/`lon` RETENU, `page`/`size` T — non amendés (D-12/D-14/D-15)	table normative non alignée sur les décisions 2.6	écart non consigné (FV-12)
EX-SCR-83	B	PARTIELLE	registre : 74 retenus, 68 exposés, 6 `NON_EXPOSE`, 3 D, 12 primaires (sonde D5 `EX-SCR-83 mis à jour`) ; texte v1.1 : 77 / 76 / 1 / 13	bilan arithmétique du texte périmé	écart non consigné (FV-12)
EX-SCR-84	B	COUVERTE	`FUEL_OPTS` = vocabulaire de recherche (`2`, `3`, `B`, `D`, `E`… observés dans le bandeau) ; texte d'aide hybrides ; égalité stricte (`predicates`) ; sonde D2 `EX-DATA-9`
EX-SCR-85	B	COUVERTE	sonde D5 `EX-SCR-85 — les quatre sémantiques présumées portent leur infobulle`
EX-SCR-86	B	COUVERTE	`debounce-policy.test › EX-SRCH-4 : 500 ms` ; `Entrée` applique immédiatement (journal P2-2bis) — D-19
EX-SCR-87	B	PARTIELLE	une seule règle `:focus-visible` dans les feuilles (`grep` = 1) ; jeton immédiat dans la zone (4) observé ; contours de 2 px non vérifiés au rendu	styles de focus non mesurés	campagne 2.9
EX-SCR-88	B	COUVERTE	`band-model.test › isControlDisabled — EX-SCR-88 (a, b)` ; sonde D5 `EX-SCR-88(a)/(b)`
EX-SCR-89	B	NON COUVERTE	aucune option n'affiche `(0)` : `grep "(0)" src/components/filters/controls` = 0 ; les facettes ne sont pas rendues (FV-06)	options à zéro non distinguées	écart non consigné (FV-06)
EX-SCR-90	B	NON COUVERTE	moteur conforme (sonde D4 `EX-DATA-110bis`) ; `FacetCounts` prévu dans `FilterFieldRow`/`CheckboxList` mais jamais alimenté par `FilterBand`/`app.tsx`	facettes jamais affichées	écart non consigné (FV-06)
EX-SCR-91	B	COUVERTE	sondes D5 `EX-SCR-91` ; observé « 3 filtres actifs » (`cy` injecté non compté)
EX-SCR-92	B	COUVERTE	sondes D5 `EX-SCR-92 — seuls les groupes contenant un filtre actif sont dépliés` ; `grp` non encodé dans l'URL (voir EX-SCR-50)
EX-SCR-93	B	COUVERTE	sondes D5 `EX-SCR-93 — l'ordre des groupes est celui du texte normatif`
EX-SCR-94	B	PARTIELLE	bouton « Enregistrer la recherche » présent en zone (4) (`R-D5-24`, câblé `fa6e83a`) ; il enregistre immédiatement sous le nom généré « Recherche du 8/09/26 16:35 » sans champ de nom prérempli par la description des filtres	champ de nom prérempli absent	écart non consigné (FV-24)
EX-SCR-95	B	NON COUVERTE	`grep -rn Assainissement src` = 0	les deux réglages KYCAR n'existent pas	écart non consigné (FV-19)
EX-SCR-96	B	NON COUVERTE	`grep -n "compact\|sheet\|feuille" src/components/filters/FilterBand.tsx band-model.ts` = 0 : aucun régime intermédiaire du bandeau	non implémenté	écart non consigné (FV-19)
EX-SCR-97	B	NON COUVERTE	idem ; journal P1b-6 à 360 px : bandeau complet rendu, pas de bouton « Filtres (n) » ni de feuille	non implémenté	écart non consigné (FV-19)
EX-SCR-98	B	NON COUVERTE	idem (aucune adaptation compact des contrôles d'intervalle)	non implémenté	écart non consigné (FV-19)
EX-SCR-99	B	COUVERTE	`<fieldset>/<legend>` (`SecondaryGroups.tsx`), région `aria-live="polite"` (`ActiveFilterTokens.tsx`) ; sondes D5 `EX-SCR-99` ; contraste : voir EX-NFR-13
EX-SCR-100	B	PARTIELLE	index de recherche préconstruit (`filter-search.test`) ; budgets 100 ms / 16 ms non mesurés sur appareil de référence	non mesuré	campagne 2.9
EX-SCR-101	B	PARTIELLE	aucun reset implicite observé (navigation, erreur) ; marquage « 1 filtre sans effet » après changement de snapshot non implémenté (`grep "sans effet" src` = 0)	filtre invalide non signalé	écart non consigné (mineur)
EX-SCR-102	B	COUVERTE	sondes D5 `EX-SCR-102 : 60 filtres posés, URL rechargeable`, `keyboard-band › 60 filtres actifs`
EX-SCR-103	B	PARTIELLE	même composant sur A, B, D (`app.tsx`) ; **absent sur C** (`/comparer` : `filterBar: false`, journal P3-C5)	bandeau absent de l'écran C	écart non consigné (FV-15)
EX-SCR-104	B	PARTIELLE	écran A rendu et restreint aux marques de `mmmv` ; **aucune redirection vers B** quand `mmmv` porte un couple complet (journal P1b-4 : `mmmv=74|2084` → écran A à 1 carte ; `grep redirig src/app` = 0)	redirection absente	écart non consigné (FV-04)
EX-SCR-105	B	COUVERTE	trois blocs observés (barre de synthèse collante, grille, pied « 36 marques sur 112 · Charger 12 marques de plus ») ; `R-D6-01` corrigée
EX-SCR-106	B	PARTIELLE	barre observée « 112 marques · 0 modèles · 2 656 offres — 36 marques affichées », tri, inversion, case « Masquer… » ; le cardinal `modèles` vaut 0 puis « 67 » après un seul clic : il ne compte que les cartes chargées	cardinal `modèles` faux	écart non consigné (FV-02)
EX-SCR-107	B	PARTIELLE	quatre régions présentes ; la liste de zones-modèles est **vide** tant que l'en-tête n'est pas cliqué, puis affiche toutes les zones d'un coup (68 pour VW) sans repli à 6 (journal P1b-2)	chargement paresseux, « 6 visibles puis repli » jamais appliqué	écart non consigné (FV-02)
EX-SCR-108	B	COUVERTE	`view-model.test › badgeInitials / badgeColorForMake` ; observé « VO », « ME », « AU » ; aucun logo. Contraste des pastilles : voir EX-NFR-13
EX-SCR-109	B	PARTIELLE	ligne 2 conforme (fourchette centrale + suffixe, rawRange, années ; km absent : sonde D6) ; ligne 1 « 0 modèles · médiane 10 850 € » avant clic	`<n> modèles` faux	écart non consigné (FV-02)
EX-SCR-110	B	NON COUVERTE	journal P1b-2 : le clic sur l'en-tête **déplie la carte** (`onSelectMake` = `onToggleExpand`) et ne pose pas `mmmv` ; URL inchangée	comportement du clic non conforme	écart non consigné (FV-04)
EX-SCR-111	B	HORS PÉRIMÈTRE	identifiant en pierre tombale (supprimée, ARB-43) ; aucune case de comparaison de marque (sonde D6 `EX-SCR-118`)	—	—
EX-SCR-112	B	PARTIELLE	zone à 3 lignes + barre de part observée (HTML journal P2c-5) ; hauteur 72 px non mesurée ; zones absentes avant clic	voir EX-SCR-107	FV-02
EX-SCR-113	B	PARTIELLE	les 9 éléments présents dans le HTML observé (nom, effectif, chevron, 3 fourchettes, médiane, disque, barre `aria-hidden`) ; infobulle `rawRange` de l'élément prix absente (`title="fourchette centrale…"` seulement) ; zones absentes avant clic	infobulle rawRange manquante ; FV-02	écart non consigné (mineur) ; FV-02
EX-SCR-113bis	B	NON COUVERTE	journal P4-B : `/marche/54-opel/0-modele-non-identifie` rend l'écran B **normal** : aucun bandeau « Ces annonces n'ont pas pu être rattachées… », les 14 graphes rendus (G5/G6/G8/G10/G14 compris), `Comparer` actif	mode restreint non implémenté	écart non consigné (FV-08)
EX-SCR-114	B	PARTIELLE	les trois lignes de fourchette et l'effectif sont présents (sonde D6 `structure-a11y`) ; mais pour `n ≤ 11` les trois fourchettes valent « — » (HTML observé T-Roc/Touran, `view-model.ts` l.88-89 : tiers `trop-faible` **et** `reduite` → `—`) au lieu de min–max + jeton `n = <n>` (D-36)	contenu « — » au lieu de min–max	écart non consigné (FV-09)
EX-SCR-115	B	COUVERTE	`coverage.test › coverageDiscLevel/shouldItalicizeRanges` ; observé disque remplacé par « — » avec `title="couverture d'échantillon indisponible"` (NON_APPLICABLE sous filtre)
EX-SCR-116	B	COUVERTE	`view-model.test › EX-SCR-116 (listingCount = 0)`, sonde patho `VOL-00` (jamais « 0 – 0 € »)
EX-SCR-117	B	COUVERTE	sonde D6 `ModelZone — bande entière cliquable` ; journal P1b-3 : clic sur la zone → écran B, filtres conservés
EX-SCR-118	B	PARTIELLE	case observée (`input[type=checkbox] aria-label="Comparer Golf"`), plafond 4 (`MAX_COMPARE`), clé 0 exclue (`compare-selection.test`) ; case imbriquée dans un `role="button"` → `nested-interactive` (axe, 120 nœuds)	structure a11y non conforme	écart non consigné (FV-16)
EX-SCR-119	B	COUVERTE	`sort.test › tri total et déterministe (EX-SCR-119)` ; ordre observé VW 267 > Mercedes 210 > Audi 196
EX-SCR-120	B	COUVERTE	sonde D6 `tri › exactement quatre options` ; observé « Nombre d'offres / Prix médian / Alphabétique / Nombre de modèles ↓ »
EX-SCR-121	B	COUVERTE	`sort.test › compareModelRows`, sonde D6 `modele-non-identifie › clé 0 toujours en dernier` ; observé Golf 61 > Polo 29 > Passat 21
EX-SCR-122	B	PARTIELLE	`view-model.test › EX-SCR-122 (6 puis repli ; 7 sans repli)` vert ; en production le seul chemin d'affichage déplie tout (68 zones), le repli à 6 n'est jamais rendu (journal P1b-2)	repli à 6 inopérant dans la coquille	écart non consigné (FV-02)
EX-SCR-123	B	PARTIELLE	bouton « − Réduire à 6 modèles » présent en état déplié (`MakeCard.tsx`) ; état déplié non encodé dans l'URL (`mk` absent, journal P1b-2)	`mk` non encodé	écart non consigné (FV-17)
EX-SCR-124	B	PARTIELLE	champ de recherche de modèle observé « 68 modèles sur 68 » (règle 2) ; virtualisation au-delà de 30 zones (règle 3) et hauteur 480 px non observées (`view-model.test` ne teste que le drapeau)	règles 1 et 3 non vérifiées au rendu	campagne 2.9
EX-SCR-124bis	B	COUVERTE	sonde D6 `MAKE_COUNT_WARNING_THRESHOLD === 60`, patho `VOL-CARTE` ; 20 cartes sans filtre observées
EX-SCR-125	B	COUVERTE	journal P1-0 : 20 cartes, bandeau « 294 marques dans le snapshot — 20 affichées, triées par nombre d'offres » + `Afficher les 294 marques`, amorce et 4 raccourcis au libellé exact
EX-SCR-126	B	NON COUVERTE	journal P5-B : amorce absente après un raccourci, **réapparaît** après « Tout effacer » dans la même session (`primerAfterClear: true`)	amorce répétitive	écart non consigné (FV-17)
EX-SCR-127	B	PARTIELLE	`thresholds.test › shouldVirtualizeGrid (seuil 40)` ; virtualisation réelle et 60 img/s non observées (36 cartes chargées par lots)	non vérifié au rendu	campagne 2.9
EX-SCR-128	B	COUVERTE	`view-model.test › EX-SCR-128`, `thresholds.test › isSparseModel` ; case observée, défaut inactif
EX-SCR-129	B	COUVERTE	observé « 36 marques sur 112 · Charger 12 marques de plus » ; sonde D6 `GridFooter — bouton explicite`
EX-SCR-130	B	COUVERTE	sonde D6 `ET-CHARGE-INIT (EX-SCR-23/130)` (6 cartes squelettes, barre « — marques · — modèles · — offres »)
EX-SCR-131	B	COUVERTE	sondes D6 `R-D6-01 — EX-SCR-131` (corrigée), `sortDisabled … infobulle normative`
EX-SCR-132	B	COUVERTE	sonde D6 `R-D6-07 — EX-SCR-132 (DR-011, CORRIGÉ)` ; `view-model.test`
EX-SCR-133	B	COUVERTE	sonde D6 `EX-SCR-133 — état partial`, `state.test`
EX-SCR-134	B	PARTIELLE	`thresholds.test › modelZoneMedianDisplay`, `view-model.test › médiane par palier` verts ; mais pour `5 ≤ n ≤ 11` min/max ne sont pas affichés (« — », journal P2c-5) et le jeton `n = 10` n'apparaît pas dans le DOM	contenu du palier `reduite` non conforme à D-04/D-36	écart non consigné (FV-09)
EX-SCR-135	B	PARTIELLE	sondes D6 `responsive › repli à 4`, `SummaryBar compact (DR-072 corrigé)`, `zone 96 px` ; grille 4 lignes en compact = dette	grille 4 lignes absente	dette motivée D-40 (DR-143)
EX-SCR-136	B	COUVERTE	sonde D6 `responsive › 768 px (2 col.)` ; `market.css`
EX-SCR-137	B	COUVERTE	sonde D6 `responsive › 1280 px (3 col.), 1680 px (4 col.)`
